,texto,sentiment,probabilities
1781,"Varejo reage à isenção a marketplaces IDV envia ofícios aos Correios e à Senacon, enquanto ações das varejistas caem na bolsa ",1,"[[0.06117112189531326, 0.9364538788795471, 0.0023749901447445154]]"
1782,"Varejo recorre ao Judiciário para garantir funcionamento de lojas em feriados Liminar, que beneficia rede de farmácias, dá prazo de 60 dias para adaptação a nova portaria",2,"[[0.000702784163877368, 0.48711252212524414, 0.5121846199035645]]"
1783,"Varejo recua no uso de galpões, enquanto Shein expande áreas Entre as empresas com maior devolução estão a Americanas e o Big, já a varejista chinesa cresceu mais de 700% no total de espaço locado",2,"[[0.005286575760692358, 0.18889887630939484, 0.8058145642280579]]"
1784,"Varejo recupera valor de mercado, mas enfrenta desafio de retomar resultados Analistas do BTG escrevem que ainda não veem uma grande mudança nos fundamentos das varejistas, com as taxas de juros prejudicando os resultados no segundo trimestre",0,"[[0.8668584823608398, 0.12834686040878296, 0.004794621374458075]]"
1785,"Varejo restrito cai 0,3% em outubro, abaixo do piso das projeções, de -0,2% Mediana das expectativas era de alta de 0,3%. Na comparação com outubro de 2022, o varejo restrito avançou 0,2%",1,"[[0.2553543746471405, 0.7360303401947021, 0.008615260012447834]]"
1786,"Varejo surpreende, mas não altera cenário para o PIB Alta de 0,6% em setembro vem acima do esperado por analistas e gera otimismo para desempenho positivo do setor no fim do ano",2,"[[0.0003397321270313114, 0.0018763552652671933, 0.9977839589118958]]"
1787,Varejo tem até março para negociar com sindicatos abertura de lojas em feriados Prazo foi estabelecido em portaria publicada hoje pelo Ministério do Trabalho e Emprego,1,"[[0.0001735409168759361, 0.99382084608078, 0.006005673203617334]]"
1788,Varejo traça plano para competir com asiáticas Plataformas estrangeiras têm isenção de imposto de importação para produtos até US$ 50 e rivais brasileiras tentam reagir,1,"[[0.0008882281836122274, 0.9445704221725464, 0.054541364312171936]]"
1789,Veja o calendário de reuniões do Copom em 2024 Reuniões que definem os rumos da taxa Selic acontecem a cada 45 dias,1,"[[0.0002117639232892543, 0.9993952512741089, 0.00039306358667090535]]"
1790,"Veja o que pensam economistas otimistas com PIB do Brasil em 2024 Desde 2020, a surpresa acumulada de crescimento da economia brasileira foi de 5,4 pontos percentuais, estima Bradesco",2,"[[0.0028998744674026966, 0.07703978568315506, 0.9200603365898132]]"
1791,"Veja os celulares compatíveis com 5G que estão em promoção no Brasil Fabricantes, varejistas e operadoras de telefonia móvel aproveitaram a proximidade do Dia dos Pais para oferecer descontos em aparelhos, que vão de 10% a 51%",1,"[[0.0002313828736077994, 0.9982746839523315, 0.0014940063701942563]]"
1792,"Veja quais membros do ‘’Conselhão’  assinaram a carta aberta pedindo que o BC reduza os juros O órgão consultivo foi reeditado pelo presidente Luiz Inácio Lula da Silva em março deste ano, após ter sido extinto pelo ex-presidente Jair Bolsonaro juntamente com outros órgãos em 2019",1,"[[0.0019021042389795184, 0.9967844486236572, 0.001313476706854999]]"
1793,"Venda de carros aumenta, mas consumidores somem Locadoras embalam o ritmo das linhas de montagem",1,"[[0.0011124982265755534, 0.9979244470596313, 0.0009630551212467253]]"
1794,"Venda de eletrônicos cai 19% de janeiro a maio e 2º semestre é incógnita Associação Nacional dos Fabricantes de Produtos Eletroeletrônicos informa que foram comercializados 31,49 milhões de unidades de produtos neste ano no país, contra 38,99 milhões em igual período de 2021",0,"[[0.6958044767379761, 0.3013298809528351, 0.002865717513486743]]"
1795,"Venda de smartphone recondicionado ganha força Em 2024, o mercado de recondicionados - aparelhos seminovos revisados - deve somar 5,5 milhões de unidades no Brasil, segundo a IDC",2,"[[0.0003377412795089185, 0.0024599323514848948, 0.9972023963928223]]"
1796,"Venda de veículos leves e pesados cresce 10% em 2023 Os grandes clientes do ano foram as locadoras, que renovaram suas frotas",0,"[[0.5064629316329956, 0.29877176880836487, 0.19476526975631714]]"
1797,Venda digital perde fôlego e varejistas seguram despesas Projeção de expandir 8% cai para 5% no ano; plataformas cortam custos e tiram benefícios do cliente,1,"[[0.004820929374545813, 0.862703800201416, 0.13247525691986084]]"
1798,"Venda fica fraca antes e depois da Black Friday Neste ano, a pesquisa da NielsenIQEbit mostra que 30% dos entrevistados disseram que pretendem comprar móveis e objetos de decoração para a casa. Em 2022, essa fatia era de 31%",1,"[[0.0007773775141686201, 0.998691976070404, 0.0005306311650201678]]"
1799,"Venda no Natal é a mais fraca em três anos e varejo volta ao ‘voo de galinha’ Ações pouco agressivas e inadimplência alta levam a queda de 1,4%; liquidações viram foco",1,"[[0.40909436345100403, 0.5875319242477417, 0.003373701125383377]]"
1800,"Venda no comércio eletrônico no Brasil tem pior 2º trimestre da história, segundo Neotrust Volta da venda física em shoppings e transferência de parte dos gastos de produtos para serviços, além da necessidade de o consumidor reduzir gastos pressionam parte desse mercado on-line",0,"[[0.991378903388977, 0.00800255499780178, 0.0006185098318383098]]"
1801,Venda on-line da Americanas cai para menos da metade; caixa é um terço de um mês normal É a primeira informação pública sobre o desempenho da empresa desde que veio à tona o escândalo contábil na companhia,0,"[[0.680748701095581, 0.31695735454559326, 0.002293960191309452]]"
1802,"Venda on-line do Magalu sobe 2%, mas receita cai 5% Prejuízo líquido ficou em R$ 135 milhões no segundo trimestre",0,"[[0.7536826729774475, 0.22690629959106445, 0.019411083310842514]]"
1803,"Venda on-line perde força e varejo prioriza margem Americanas, Mercado Livre, Magazine Luiza e Via vêm crescendo em ritmo menor neste ano frente a 2021, já a Shopee estaria mantendo o desempenho em razão da base de vendas menos madura",2,"[[0.0005402325186878443, 0.010204815305769444, 0.9892549514770508]]"
1804,Venda on-line tem o pior 2º trimestre desde 2018 Relatório do banco Goldman Sachs prevê que canal on-line seja 14% das vendas totais do varejo neste ano,0,"[[0.9820705652236938, 0.01726779155433178, 0.0006616413593292236]]"
1805,"Venda pela internet perde tração, enquanto loja física retoma fôlego Via, Americanas e varejo de moda mostram crescimento com a volta do consumidor",2,"[[0.0013137522619217634, 0.49864059686660767, 0.500045657157898]]"
1806,"Vendas a preço cheio superaram remarcações na Arezzo&Co Em razão disso, a empresa ampliou suas margens, e a expectativa é que o quarto trimestre siga essa mesma tendência",1,"[[0.0022714578080922365, 0.5253676772117615, 0.472360759973526]]"
1807,"Vendas da Black Friday americana caem 4% em média e acendem alerta para o varejo Há o risco de que o restante da temporada de compras natalinas seja decepcionante, forçando as varejistas a oferecer mais descontos para recuperar o atraso",0,"[[0.9977600574493408, 0.0018740687519311905, 0.00036590671516023576]]"
1808,"Vendas da Iguatemi tiveram alta de mais de 9% em outubro, diz diretora-presidente “São números bastante fortes, ainda não chegamos a novembro e dezembro, que são os mais fortes do trimestre”, afirmou Cristina Betts",2,"[[0.0004098372010048479, 0.0016043815994635224, 0.9979857206344604]]"
1809,"Vendas de Natal decepcionam e indicam queda Principal data do comércio no ano volta aos resultados negativos, após dois anos com crescimento",0,"[[0.9978512525558472, 0.0018412995850667357, 0.00030748642166145146]]"
1810,"Vendas de cosméticos no Natal superam desempenho médio do varejo O faturamento das vendas do setor de Cosméticos e Higiene Pessoal entre 19 e 25 de dezembro cresceu 23% em relação ao mesmo período de 2021, de acordo com o Índice Cielo de Varejo Ampliado (ICVA)",2,"[[0.00029406804242171347, 0.0010447120293974876, 0.9986611604690552]]"
1811,"Vendas do varejo deverão ter crescimento real de 1,5%, em 2024, diz CNC Crescimento ficará abaixo da estimativa de 1,8% em razão da expectativa de que o PIB cresça menos no próximo ano em relação a 2023",0,"[[0.6175769567489624, 0.2853181064128876, 0.09710486978292465]]"
1812,"Vendas dos supermercados crescem 1,6% no 3º trimestre e puxam varejo, aponta IBGE Segundo o gerente da Pesquisa Mensal do Comércio (PMC), resultado é influenciado pela queda de preços de alimentos, que ajudam a aumentar o volume de vendas",2,"[[0.001972174970433116, 0.00569216487929225, 0.9923356175422668]]"
1813,"Vendas no varejo crescem 0,6% em setembro, na contramão da expectativa ",2,"[[0.05839568376541138, 0.02344251610338688, 0.9181618094444275]]"
1814,"Vendas no varejo nos EUA sobem 0,3% em novembro e contrariam previsão Em comparação com novembro de 2022, houve crescimento de 4,1%",0,"[[0.730323076248169, 0.22192811965942383, 0.04774872958660126]]"
1815,"Vendas on-line recuam R$ 7,6 milhões nas 12 primeiras horas de Black Friday, diz Sofist O resultado foi puxado pelo segmento de cosméticos",0,"[[0.9954261183738708, 0.0042069475166499615, 0.00036688262480311096]]"
1816,"Vendas recuam 8,7% no período anterior à Black Friday 2023 Entre os dias 1º e 22 de novembro, o varejo registrou faturamento de R$ 10,81 bilhões, ante a receita de R$ 11,75 bilhões do mesmo intervalo do ano passado",0,"[[0.9927536845207214, 0.006616101134568453, 0.0006301467656157911]]"
1817,Vendas totais do Mercado Livre no Brasil sobem 22% no 4º trimestre Empresa cita em relatório que opera “num cenário competitivo de rápida mudança no país” no curto prazo,1,"[[0.002257131040096283, 0.9213333129882812, 0.07640957087278366]]"
1818,Via diz que Klein tem dever legal de se retratar; acionista pede ‘estudo sério’ sobre remuneração A empresa afirma que não existe conflito de interesse e que a proposta de remuneração foi aprovada pelos acionistas da companhia -- não por seus administradores,1,"[[0.0007550017326138914, 0.9980366826057434, 0.0012083310866728425]]"
1819,Via diz que todas as suas operações de risco sacado estão registradas nas demonstrações financeiras A varejista também informou que as despesas de juros são registradas no resultado da companhia como despesa financeira,1,"[[0.0026457267813384533, 0.9963913559913635, 0.0009629806154407561]]"
1820,Via volta ao holofote em momento crucial de emissão de dívida com CRI Companhia tenta concluir a emissão de uma dívida de R$ 500 milhões junto ao mercado de capitais,1,"[[0.0005491487681865692, 0.9965883493423462, 0.0028625556733459234]]"
1821,Viajantes procuram novos formatos de turismo consciente Levantamento do booking aponta que 41% dos brasileiros gostariam de receber sugestões de roteiros com impactos positivos nas comunidades do entorno,2,"[[0.001996313687413931, 0.11942865699529648, 0.8785750269889832]]"
1822,"Vibra contrata J.P.Morgan após rejeitar fusão com Eneva, dizem fontes O conselho da Vibra considerou que a proposta não era atrativa, e disse que estaria atento a uma eventual nova manifestação da Eneva",0,"[[0.8160451650619507, 0.17882944643497467, 0.005125400610268116]]"
1823,"Vibra paga R$ 192 milhões à Americanas e fica com a marca BR Mania Com o fim da parceria, a Americanas passou a ser dona de 100% da Vem, que é detentora das lojas de pequeno varejo Local, e a Vibra passou a deter as lojas BR Mania",1,"[[0.00015510202501900494, 0.9992713332176208, 0.0005736006423830986]]"
1824,"Vitória do ano é volta à normalidade, diz Haddad Avanço do país rumo à normalidade institucional foi vitória maior do que a longa lista de propostas aprovadas no Congresso, segundo ministro",2,"[[0.0005635264096781611, 0.0029896411579102278, 0.9964469075202942]]"
1825,Vivendi vai avaliar a divisão em três negócios ,1,"[[0.0001410928089171648, 0.9991029500961304, 0.0007558962679468095]]"
1826,"Volatilidade do real tem forte queda no ano Fenômeno foi reconhecido pelo presidente do Banco Central, Roberto Campos Neto, que lembrou do fluxo comercial robusto registrado ao longo do ano",0,"[[0.9908288717269897, 0.008016691543161869, 0.0011544248554855585]]"
1827,"Volume de recuperações judiciais dá um salto no terceiro trimestre Brasil atingiu a marca de 3.873 empresas em processo de reestruturação, duas a cada mil em atividade no país",1,"[[0.019432619214057922, 0.9623914361000061, 0.018175959587097168]]"
1828,"Volume investido por pessoa física atinge R$ 5,5 tri, com alta de 9,7% no ano, menos que o CDI Varejo de alta renda se destacou, com aumento de 12,3% em nove meses, chegando a R$ 1,6 trilhão, segundo dados da Anbima",2,"[[0.0004755937843583524, 0.0033972838427871466, 0.996127188205719]]"
1829,WPP faz megafusão de agências e nomeia nova chefe na VML Movimento de consolidação envolve 30 mil pessoas em 64 países e é considerado o mais importante do mercado de publicidade,1,"[[0.00010331371595384553, 0.9971864819526672, 0.00271024857647717]]"
